respid,sample,comp,int_date,lang,cregion,state,density,sfips,usr,qs1,sex,eminuse,intmob,intfreq,snsint2,home4nw,bbhome1,bbhome2,device1a,smart2,q20,bbsmart1,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart3foe@,bbsmart4,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,web1i,sns2a,sns2b,sns2c,sns2d,sns2e,device1b,device1c,device1d,books1,books2a,books2b,books2c,age,marital,educ2,emplnw,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,inc,party,partyln,hh1,hh3,ql1,ql1a,qc1,weight,cellweight
101366,2,1,190118,1,4,35,1,35005,R,2,2,1,1,4,1,1,2, , ,1,1, , , , , , , , , , ,1,2,2,1,1,2,2,2,2,4, , ,4,3,2,1,1,13,2,2,1,50,1,7,4,2,1, , , ,1, ,4,9,1,7,5, , ,2,.656805,.6285464
101370,2,1,190118,1,4,6,3,6073,U,2,1,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,1,1,2,1,2,2, ,2,2,2,3,2,1,2,18,1,2,2,37,1,3,1,2,1, , , ,1, ,7,3,1,4,2, , ,2,1.4340015,1.2794467
101371,2,1,190118,1,4,6,5,6037,U,2,1,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,1,1,1,1,1,2,2,2,2,3,3,2,4,3,2,1,1,8,1,2,1,21,6,4,1,1,1,2, , ,4,1,2,3,2,3,3, , ,1,2.2433447,1.9795401
101372,2,1,190118,2,4,4,3,4013,S,2,1,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,1,2,1,2,1,1,2,2,2,5, ,5, ,1,1,1,1,1,1,2,2,48,1,3,1,1,7, , , ,5,3,5,2, ,8,3, , ,2,1.2965771,1.3321669
101376,2,1,190118,1,4,6,4,6085, ,2,1,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,1,1,1,1,1,2,2,2,2,1,1,3,1,1,2,1,1,0, , , ,18,6,4,1,2,3, , , ,3, ,1,8,8,3,3, , ,2,2.2433447,2.0699671
101379,2,1,190118,1,4,4,3,4013,U,2,1,1,1,1,2,1,2, , ,1,1, , , , , , , , , , ,2,2,2,2,1,2,2,2,2, , , , ,1,2,2,1,0, , , ,20,6,1,5,2,2, , , ,2, ,2,4,2,7,2, , ,2,1.392234,1.2071077
101381,2,1,190123,1,4,6,2,6047, ,2,2,1,1,4,1,1,8, , ,1,2,2,2,1,1,1,1,2,2, ,8,2,2,1,2,1,8,2,2,2, , ,3, ,4,1,1,2,12,1,2,2,99,9,4,3,9,9, , , ,9, ,99,9,9,2,2, , ,9,.9224926,1.0232433
101382,2,1,190118,1,4,41,2,41051,S,2,2,1,1,2,1,2, , , ,2, ,2,2,2,2, ,1,2,2, , ,2,2,2,1,2,2,1,2,2, , , ,5, ,2,2,2,20,1,2,2,33,5,3,4,2,1, , , ,1, ,6,3,1,1, , , ,2,1.3894184,1.1997747
101384,2,1,190119,1,2,39,2,34023,R,2,1,1,1,1,2,1,2, , ,1,3, , , , , , , , , , ,2,2,2,2,1,1,1,1,2, , , , ,4,1,1,2,25,1,2,1,99,8,7,1,2,1, , , ,1, ,99,3,1,2,2, , ,2,.4198187,.3621883
101385,2,1,190119,1,3,1,3,28075,S,2,2,1,1,1,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,2,1,2,2,2,2, , ,4, ,1,1,1,2,7,2,1,1,77,5,6,3,2,1, , , ,1, ,4,1, ,1, , , ,2,.547035,.6950989
101386,2,1,190119,1,1,44,4,44007,S,2,1,1,2,3,2,2, , , ,2, ,2,2,2,1, ,1,2,2, ,4,2,2,2,2,2,2,2,1,2, , , , , ,2,2,1,75,1,2,2,31,1,3,1,2,1, , , ,1, ,4,3,2,3,2, , ,2,1.1596226,.8655
101387,2,1,190119,1,2,39,3,39103,S,2,2,1,1,1,2,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,2,2,2,2,2, , ,5, , ,1,1,2,3,1,2,2,62,1,4,6,2,1, , , ,1, ,5,2, ,2,2, , ,1,.9000174,1.18542
101389,2,1,190119,1,3,47,2,47059,R,2,1,1,1,2,1,2, , , ,1,1,1,2,1,1,1,2,1,2, ,5,1,1,2,1,1,2,2,2,2,3,1, ,1,1,2,2,1,0, , , ,20,6,3,1,2,2, , , ,2, ,2,2, ,5,4, , ,2,.9681965,.7473281
101390,2,1,190119,1,1,42,2,42019,S,2,1,1,2,5,2,1,2, , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,6,1,2,2,64,1,3,3,2,1, , , ,1, ,99,1, ,3,3, , ,1,1.0695387,.9414207
101391,2,1,190119,1,2,29,3,29095,U,2,1,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,1,1,2,1,1,2, ,1,1,1,3,1,1,1,10,1,2,2,34,1,4,1,2,1, , , ,1, ,8,2, ,7,3, , ,2,2.0095478,1.5613584
101394,2,1,190119,1,1,25,5,25025,U,2,1,1,1,4,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,1,2,2,2,2, , , , ,3,2,1,2,2,1,2,2,48,3,7,1,2,1, , , ,1, ,6,3,8,1, , , ,2,.771839,.647083
101396,2,1,190119,1,1,36,5,36119,S,2,1,1,1,1,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,2,1,1,2,1,2, , ,3, ,3,1,1,2,1,1,2,2,68,6,7,3,2,1, , , ,1, ,7,2, ,1, , , ,1,.3920467,.6813124
101397,2,1,190119,1,1,36,5,36047,U,2,1,1,2,4,2,2, , , ,1,2,2,2,1,2,1,1,1,1,Dont need it,4,2,2,2,2,1,2,2,2,2, , , , ,3,2,1,1,3,1,2,2,50,3,4,1,2,1, , , ,1, ,8,2, ,1, , , ,2,1.452439,1.2621925
101398,2,1,190119,1,4,2,1,2170, ,2,1,1,1,3,2,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,1,1,2,1,2, , ,3, ,3,1,1,2,2,1,1,2,23,6,3,1,2,1, , , ,1, ,99,1, ,2,2, , ,2,.7608709,.6277294
101405,2,1,190119,1,1,36,4,36103, ,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,1,2,2,2,2,2, ,1,2,2, ,1,2,1,1,1,2,2,40,1,6,1,2,2, , , ,2, ,8,2, ,5,3, , ,1,1.1980991,.9517587
101408,2,1,190120,1,2,26,2,26145, ,2,2,1,1,3,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,1,2,2,2,2, , , , ,5,2,1,2,12,1,2,2,50,1,5,2,2,1, , , ,1, ,99,9,9,9,9, , ,9,1.487766,1.3602872
101409,2,1,190120,1,2,29,5,29189,U,2,1,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,1,1,1,1,1,1,2,1,2,4,3,3,3,3,2,1,2,20,1,2,1,42,6,6,1,2,1, , , ,1, ,7,2, ,1, , , ,2,.9432291,.8093478
101412,2,1,190120,1,1,25,4,25025,S,2,1,1,1,2,1,1,2, , ,1,4, , , , , , , , , , ,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,1,2,2,29,6,6,4,2,2, , , ,2, ,1,2, ,2,2, , ,1,.6372031,.5991697
101413,2,1,190120,1,4,30,1,56001,R,2,1,2,1,3,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,0, , , ,35,1,5,1,2,1, , , ,1, ,9,3,2,4,2, , ,2,1.0396403,1.0226141
101414,2,1,190120,1,4,8,3,8059,S,2,2,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,2,2,1,2,2, , ,3, , ,1,1,2,20,1,1,1,64,1,8,3,2,1, , , ,1, ,6,9,9,2,2, , ,1,.4658979,.5796636
101415,2,1,190121,1,4,8,1,8077,R,2,2,1,1,2,1,8, , , ,1,1,8,2,2,2,2,1,2,2, , ,2,1,1,1,1,2,1,2,2, ,1,1,1,3,1,2,2,4,1,2,1,18,6,3,4,1,1, , , ,1,1,98,3,2,8,3, , ,2,1.8661226,1.7036577
101416,2,1,190121,1,4,49,4,41047,S,2,1,1,1,2,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,1,2,1,1,2, , , , ,2,1,1,2,0, , , ,56,1,6,1,2,1, , , ,1, ,8,1, ,6,4, , ,2,.3474053,.3621883
101417,2,1,190121,1,4,53,4,6073,S,2,1,1,1,1,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,2,1,2,2,65,1,6,1,2,3, , , ,3, ,8,4,8,2,2, , ,1,.7584577,1.1384724
101419,2,1,190130,2,3,24,4,11001,S,2,1,1,1,1,1,1,2, , ,1,1, , , , , , , , , , ,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,5,1,2,2,24,1,3,1,1,7, , , ,5,1,7,3,2,6,6, , ,1,.7011478,.526437
101423,2,1,190131,2,2,26,1,26023,R,2,1,1,1,2,1,1,1,1, ,1,3,2,2,2,2,1,2,2,2, , ,2,2,1,2,1,1,2,2,2, , ,1, ,3,1,1,1,0, , , ,43,1,3,2,1,7, , , ,5,3,98,3,2,4,4, , ,1,.8128048,.617342
101428,2,1,190122,1,2,26,4,26099,S,2,1,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,1,1,2,2,2, , ,1, ,1,1,1,1,0, , , ,34,1,3,2,2,1, , , ,1, ,6,4,8,3,2, , ,2,1.1498235,.8129743
101429,2,1,190122,1,3,37,1,37077,S,2,2,1,1,2,2,1,2, , ,1,3, , , , , , , , , , ,2,2,2,2,2,2,1,2,2, , , , , ,1,1,2,50,1,1,2,78,5,6,3,2,2, , , ,2, ,99,2, ,1, , , ,2,.5231278,.807102
101431,2,1,190122,1,2,29,4,29095,U,2,1,1,1,3,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,2,1,2,2,1,2, , ,1, ,1,1,1,1,2,1,2,2,37,6,4,1,2,2, , , ,2, ,3,2, ,1, , , ,2,1.3245425,.8773336
101435,2,1,190122,1,1,42,2,42107,R,2,2,1,2,3,1,1,8, , ,2, ,2,2,8,2, ,2,8,8, , ,2,2,1,2,8,2,2,2,2, , ,1, , ,2,1,2,0, , , ,65,1,4,3,2,1, , , ,1, ,5,4,1,3,3, , ,1,.8591075,1.2360174
101438,2,1,190122,1,3,12,1,12111,R,2,1,2,2, ,2,2, , , ,2, ,2,2,2,2, ,8,2,1,DEAD SET AGAINST INTERNET, ,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,6,1,2,2,59,3,3,1,2,1, , , ,1, ,3,1, ,1, , , ,2,1.0259861,.9233272
101439,2,1,190122,1,4,30,1,30067, ,2,2,1,1,3,1,1,2, , ,1,3, , , , , , , , , , ,2,1,2,1,1,1,1,2,2, ,1, ,1,3,2,1,2,10,1,2,2,21,6,3,2,2,1, , , ,1, ,99,1, ,4,4, , ,2,1.3192711,1.1651349
101440,2,1,190122,1,3,51,5,26081,U,2,1,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,2,1,1,2,2,2, ,4,3, ,1,2,1,2,12,1,1,1,31,1,5,2,2,1, , , ,1, ,2,3,2,6,4, , ,2,2.2433447,2.0699671
101442,2,1,190122,1,2,55,1,55031,S,2,1,1,1,2,2,1,2, , ,1,1, , , , , , , , , , ,2,2,2,2,1,2,1,2,2, , , , ,3,2,1,2,6,1,2,2,43,1,6,1,2,1, , , ,1, ,8,2, ,4,2, , ,1,.5636596,.6031021
101443,2,1,190122,1,4,56,1,56023,R,2,1,1,1,2,2,1,1,1, ,1,2,1,2,1,2,1,2,1,2, ,5,2,2,1,2,1,2,1,2,2, , ,3, ,2,1,1,2,30,1,1,2,43,1,6,1,2,1, , , ,1, ,5,3,1,8,3, , ,1,.5347423,.5242593
101444,2,1,190125,1,4,6,3,6073,U,2,1,1,1,2,2,1,2, , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,4,1,2,2,87,5,7,3,2,1, , , ,1, ,6,1, ,2,2, , ,1,.3474053,.4225407
101445,2,1,190122,1,3,48,2,48245,U,2,1,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,2,1,1,2,2,2, , ,2, ,1,1,2,1,0, , , ,40,1,2,1,2,2, , , ,2, ,5,2, ,2,2, , ,1,1.6562668,1.5468123
101446,2,1,190122,1,4,6,4,6081,U,2,1,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,1,2,2,2,2, , ,1, ,1,1,1,2,0, , , ,54,1,6,1,2,1, , , ,1, ,99,4,1,3,3, , ,2,.4536924,.3621885
101447,2,1,190122,1,4,6,2,6007,U,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,2,1,2,2, , ,3, ,4,1,1,2,15,1,2,2,55,1,7,1,2,1, , , ,1, ,9,3,1,3,3, , ,2,.3496762,.3621883
101451,2,1,190123,1,4,49,4,49011,S,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,1,1,1,2,1,2,2,1,2,3,3,3, ,1,1,1,2,6,1,1,2,70,1,4,3,1,7, , , ,5,1,6,1, ,2,2, , ,2,1.1274144,1.3606926
101453,2,1,190124,1,2,29,2,29071,S,2,1,1,2,3,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,0, , , ,71,1,3,3,2,1, , , ,1, ,5,4,1,2,2, , ,1,1.0885503,1.309672
101454,2,1,190124,1,3,5,1,5119,S,2,1,1,1,5,1,2, , , ,1,1,2,2,2,1,1,1,2,2, ,3,2,2,1,2,1,2,2,2,2, , ,2, ,4,2,2,2,0, , , ,55,3,3,1,2,1, , , ,1, ,1,3,2,1, , , ,2,1.0259861,.9233272
101457,2,1,190124,1,4,8,3,8059,S,2,1,1,1,2,1,1,2, , ,1,4, , , , , , , , , , ,1,1,1,2,1,2,2,1,2,4,5,4, ,3,1,1,1,8,1,2,1,61,3,6,1,2,1, , , ,1, ,8,3,9,3,3, , ,2,.3474053,.3621883
101458,2,1,190124,1,4,8,2,8041,U,2,2,1,1,1,1,1,2, , ,1,3, , , , , , , , , , ,2,1,1,2,1,1,1,2,2, ,2,1, ,5,1,1,1,6,1,1,1,36,1,6,2,2,1, , , ,1, ,8,4,1,6,2, , ,1,.8987605,.8829103
101459,2,1,190124,1,4,6,5,6037,S,2,1,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,1,1,1,1,1,2,1,1,1,2,2,1,5,4,1,1,2,12,1,2,2,50,1,8,1,2,1, , , ,1, ,9,1, ,4,2, , ,1,.5416949,.5283541
101464,2,1,190124,1,4,6,5,6037,U,2,1,1,1,1,1,1,3, , ,1,2, , , , , , , , , , ,2,1,1,2,1,2,2,1,2, ,1,1, ,4,1,1,2,6,1,2,2,41,1,7,1,2,1, , , ,1, ,9,3,2,3,2, , ,2,.7856361,.7035429
101465,2,1,190124,1,4,16,1,16019, ,2,1,2,2, ,2,2, , , ,2, ,2,2,2,2, ,2,2,1,Not interested, ,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,0, , , ,48,1,4,1,2,1, , , ,1, ,9,3,8,3,9, , ,9,.8435427,.7679737
101468,2,1,190124,1,4,6,2,6097, ,2,1,1,1,2,1,1,1,1, ,1,1,8,1,2,1,2,2,1,2, ,5,2,2,1,2,1,2,2,2,2, , ,1, ,3,1,2,2,0, , , ,41,6,4,1,2,1, , , ,1, ,6,1, ,3,1, , ,2,1.1611469,1.035058
101469,2,1,190124,1,4,6,3,6065,U,2,1,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,2,2,1,2, , ,1, ,3,2,1,1,30,1,1,1,25,2,5,1,2,1, , , ,1, ,5,3,1,2,2, , ,2,1.6737965,1.357244
101472,2,1,190124,1,4,6,4,6095,U,2,1,2,1,5,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,1,2,2,2,2, , ,4, ,4,1,1,1,0, , , ,53,3,5,1,2,2, , , ,2, ,7,2, ,3,3, , ,2,1.9148,1.8573595
101473,2,1,190124,1,4,49,1,49039,R,2,1,1,1,1,1,2, , , ,1,1,1,1,1,2,1,2,2,2, ,1,1,1,1,1,1,2,1,2,2,4,1,1,1,1,1,2,1,2,1,2,2,29,2,3,1,1,1, , , ,1,3,3,4,1,2,2, , ,2,.7008781,.6433861
101477,2,1,190125,1,3,13,2,45021,R,2,2,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,1,1,2,1,2,1,2,2, ,5,3, ,3,1,1,2,15,1,1,2,48,4,6,2,2,1, , , ,1, ,99,1, ,4,2, , ,2,.9210927,.7734815
101478,2,1,190125,2,3,13,4,13121,S,2,1,1,1,4,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,1,1,2,2,2, , ,1, ,1,1,1,1,0, , , ,43,2,1,1,1,7, , , ,5,3,4,4,8,4,2, , ,1,.7456803,.6873975
101482,2,1,190125,1,3,22,4,22087,U,2,2,1,1,2,1,1,3, , ,1,3, , , , , , , , , , ,2,2,1,2,1,2,2,2,2, , ,1, ,5,1,2,1,0, , , ,45,3,4,1,2,2, , , ,2, ,3,2, ,7,6, , ,2,1.6748868,1.7615567
101485,2,1,190125,1,3,47,3,47051,U,2,2,1,1,1,1,1,2, , ,1,3, , , , , , , , , , ,2,1,1,2,1,2,1,2,2, ,5,2, ,5,2,1,2,15,2,1,2,59,4,6,1,2,1, , , ,1, ,7,1, ,1, , , ,2,.6884055,.704751
101488,2,1,190125,1,3,48,1,20059,R,2,1,1,1,2,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,1,2,2,2,2, , , , ,4,1,1,1,0, , , ,99,1,3,4,2,2, , , ,2, ,99,3,8,3,2, , ,2,1.4380183,1.2454841
101489,2,1,190125,1,3,40,2,40147,R,2,2,1,1,3,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,2,2,1,2,2, , ,2, , ,2,1,2,14,1,2,2,71,5,4,3,2,1, , , ,1, ,3,2, ,1, , , ,2,.9204422,1.2270136
101491,2,1,190125,1,2,55,5,55079,U,2,2,2,2, ,2,2, , , ,2, ,2,2,2,2, ,2,2,2, , ,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,20,1,2,2,57,6,2,4,2,2, , , ,2, ,2,2, ,1, , , ,1,1.6720837,2.0699671
101492,2,1,190125,2,2,17,5,17031,U,2,2,2,1,5,2,2, , , ,2, ,2,2,2,1, ,2,2,2, , ,2,2,1,2,2,2,2,2,2, , ,2, , ,2,2,2,0, , , ,66,1,1,1,1,7, , , ,5,3,1,3,8,2,2, , ,2,.8246945,1.2424505
101494,2,1,190125,2,4,8,1,8117,R,2,2,1,1,4,1,2, , , ,1,1,2,2,2,2,1,2,8,2, , ,2,2,1,2,1,1,2,2,2, , ,1, ,1,2,2,1,15,1,1,2,38,1,2,4,1,7, , , ,5,3,3,4,8,4,2, , ,2,1.8496687,1.8098138
101497,2,1,190125,1,2,29,1,29049,S,2,1,1,1,3,2,1,2, , ,2, , , , , , , , , , , ,2,2,2,2,1,2,2,2,2, , , , ,2,1,1,1,4,1,2,2,36,1,3,3,2,1,5, , ,4, ,5,1, ,5,2, , ,1,1.794434,1.6331606
101498,2,1,190125,1,3,12,3,42111,U,2,1,1,1,3,2,1,2, , ,1,2, , , , , , , , , , ,2,2,2,2,2,2,1,2,2, , , , , ,1,1,2,10,1,2,1,84,5,6,3,2,1, , , ,1, ,5,3,8,1, , , ,1,.3474053,.5137221
101499,2,1,190125,1,3,48,5,48201,U,2,2,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,1,1,1,1,1,1,1,2, ,2,2,5,3,1,1,1,20,1,2,1,35,1,6,1,2,1, , , ,1, ,9,3,2,4,2, , ,1,1.4368531,1.4232059
101501,2,1,190125,2,4,6,1,6019,S,2,1,1,1,1,1,2, , , ,1,1,1,2,1,8,1,2,2,2, ,3,2,1,1,2,1,1,2,2,1, ,1,1, ,1,1,2,1,0, , , ,22,2,3,1,1,1, , , ,1,1,2,3,2,2,2, , ,2,1.0762598,.9178646
101503,2,1,190126,1,1,36,3,36081,U,2,1,2,1,4,1,2, , , ,1,1,2,2,1,1,2,2,2,2, ,1,2,2,2,2,1,2,2,2,2, , , , ,2,1,1,2,0, , , ,62,1,6,1,2,3, , , ,3, ,2,2, ,1, , , ,2,.7305498,.5896028
101507,2,1,190127,1,4,6,4,6053,U,2,1,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,1,2,2,2,1,2,2,1,1,3, , , ,3,2,1,1,20,1,1,1,39,1,7,1,2,1, , , ,1, ,9,2, ,2,2, , ,2,.5591618,.4822809
101509,2,1,190127,1,4,6,3,6073,U,2,1,1,1,1,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,1,1,2,2,1,1, , ,1,2,1,1,1,1,8,1,2,2,32,4,5,1,1,3,7, , ,4, ,7,1, ,1, , , ,2,2.0601237,1.6706265
101510,2,1,190127,1,4,4,3,4013,U,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,2,2,2,1,2,2,2,2, , , , ,3,2,1,2,50,1,2,2,66,1,5,2,2,1, , , ,1, ,3,2, ,2,2, , ,2,.7009979,1.0163385
101511,2,1,190127,1,2,27,3,27053,S,2,2,1,1,1,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,2,1,2,1,2,2, , ,1, ,1,1,1,2,30,1,2,2,69,1,8,2,2,1, , , ,1, ,8,2, ,2,2, , ,2,.5230558,.6577056
101512,2,1,190127,1,3,40,1,6085,R,2,1,2,1,8,2,2, , , ,8, ,2,2,2,2, ,2,8,1,lack of knowledge don't know how to operate, ,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,0, , , ,76,5,3,4,9,9, , , ,9, ,99,4,8,1, , , ,2,1.1995058,1.3674915
101516,2,1,190127,1,4,4,3,4013, ,2,1,1,1,3,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,2,1,2,2, , ,2, ,5,2,1,1,0, , , ,56,1,4,3,9,9, , , ,9, ,99,4,8,3,3, , ,1,.5801214,.5322566
101517,2,1,190127,1,4,6,4,6001,S,2,2,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,1,1,2,2,2,2,2,2, ,2,3, , ,2,1,2,12,1,2,1,77,1,8,3,2,1, , , ,1, ,9,2, ,2,2, , ,1,.3508327,.5159874
101519,2,1,190128,1,1,36,1,36007,R,2,1,1,1,2,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,2,2,2,1,2, , ,3, , ,1,1,2,2,2,2,1,52,1,3,1,2,1, , , ,1, ,9,1, ,2,2, , ,2,1.3190697,1.1544896
101521,2,1,190128,1,3,13,4,13121,U,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,1,2,1,2,2,2,1,2,2,3, ,2, , ,1,1,2,45,1,1,1,30,1,6,4,2,1, , , ,1, ,9,2, ,4,2, , ,2,1.5179008,1.1904706
101522,2,1,190128,1,3,21,1,21199,R,2,2,1,1,1,1,2, , , ,1,1,1,2,2,2,1,1,2,2, ,3,2,2,1,2,1,2,1,2,2, , ,2, ,5,1,2,2,1,1,2,2,50,1,5,1,2,1, , , ,1, ,9,1, ,2,2, , ,2,1.3931495,1.4203412
101524,2,1,190128,1,3,12,2,12127,S,2,1,1,1,2,2,2, , , ,1,3,1,2,2,2,1,1,2,2, ,3,2,2,2,2,2,2,2,2,2, , , , , ,2,1,1,15,1,2,2,65,6,8,3,2,1, , , ,1, ,99,2, ,2,2, , ,1,.4362134,.5101285
101525,2,1,190128,1,1,34,5,34013,S,2,1,1,1,2,1,1,2, , ,1,3, , , , , , , , , , ,2,2,1,2,1,2,2,1,2, , ,2, ,2,1,1,2,20,1,2,1,73,1,7,3,2,1, , , ,1, ,8,2, ,2,2, , ,1,.5355782,.6813124
101526,2,1,190128,1,3,1,2,1077,U,2,1,1,1,1,1,2, , , ,1,1,2,2,1,1,1,2,2,2, ,2,2,2,1,2,1,2,2,2,2, , ,1, ,1,2,2,2,0, , , ,29,3,3,4,2,2, , , ,2, ,1,4,8,2,2, , ,1,.8904084,.8303652
101527,2,1,190128,1,3,48,1,48227,U,2,2,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,1,1,1,1,2,1,2,2, ,1,1,1,1,1,2,1,3,2,1,2,36,6,4,1,2,2, , , ,2, ,3,3,8,5,3, , ,2,2.078981,1.8301504
101530,2,1,190128,1,2,39,2,39149,R,2,1,1,1,2,2,1,2, , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,3,1,2,1,58,1,6,6,2,1, , , ,1, ,4,1, ,3,3, , ,2,.4198187,.3621883
101534,2,1,190128,1,3,47,1,26099,R,2,2,1,1,1,1,1,2, , ,1,4, , , , , , , , , , ,2,2,1,2,1,2,1,2,2, , ,1, ,4,1,1,2,10,1,1,1,55,3,3,1,2,1, , , ,1, ,8,1, ,2,2, , ,2,1.3924048,1.7025832
101536,2,1,190128,1,1,36,2,36007,S,2,1,1,2,4,2,1,2, , ,2, , , , , , , , , , , ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,1,1,2,2,65,1,8,3,2,1, , , ,1, ,99,3,8,2,2, , ,2,.4950034,.5138718
101537,2,1,190128,1,2,17,5,17031,U,2,1,1,1,2,2,1,2, , ,1,1, , , , , , , , , , ,2,2,2,2,1,2,2,2,1, , , , ,2,1,1,2,20,1,1,1,53,2,6,1,2,1, , , ,1, ,99,2, ,1, , , ,1,.476064,.6078127
101540,2,1,190128,1,2,27,1,27119, ,2,2,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,1,2,1,2,2, , ,3, ,5,1,1,2,5,1,2,2,68,1,3,3,2,1, , , ,1, ,99,3,2,2,2, , ,1,.8990387,1.5889277
101542,2,1,190128,1,2,55,3,55025,U,2,1,1,1,2,1,1,2, , ,1,1, , , , , , , , , , ,2,2,1,2,1,1,2,2,1, , ,5, ,3,2,1,2,12,1,1,2,53,1,6,1,2,1, , , ,1, ,7,2, ,3,3, , ,2,.5748027,.4616651
101543,2,1,190128,1,2,19,2,19169,U,2,2,1,1,1,1,1,2, , ,1,2, , , , , , , , , , ,2,2,1,2,2,2,2,1,2, , ,2, , ,1,1,2,5,1,2,2,60,2,6,1,2,1, , , ,1, ,7,2, ,2,2, , ,1,.5849294,.6621739
101546,2,1,190128,1,2,17,2,17197,S,2,1,1,1,2,2,2, , , ,1,3,2,2,2,2,1,2,1,2, ,5,2,2,2,2,2,2,2,2,2, , , , , ,1,1,1,0, , , ,32,3,3,2,2,1, , , ,1, ,4,1, ,1, , , ,2,1.2688482,.8944909
101547,2,1,190128,1,2,27,5,27053,S,2,2,1,2,3,1,1,2, , ,1,2, , , , , , , , , , ,2,1,1,2,1,2,1,1,2, ,5,2, ,5,2,1,2,25,1,2,2,71,3,7,2,2,1, , , ,1, ,4,2, ,1, , , ,2,.6964187,.8659131
101548,2,1,190128,1,2,55,3,55025,S,2,1,1,1,2,1,1,3, , ,1,3, , , , , , , , , , ,1,2,1,2,1,1,1,2,2,2, ,2, ,3,1,1,1,36,1,1,1,29,6,4,1,2,1, , , ,1, ,2,2, ,1, , , ,1,1.2500358,1.5613584
101550,2,1,190128,1,4,8,1,8045,R,2,2,1,1,2,1,1,2, , ,2, , , , , , , , , , , ,2,2,1,2,1,1,2,2,1, , ,1, ,3,2,1,2,30,1,1,2,38,1,6,2,2,1, , , ,1, ,5,2, ,4,3, , ,2,.9469579,.8722956
