CASEID,SURV_LANG,FITIN,FRIEND1,FRIEND2,FRIEND3,FRIEND4_1,FRIEND4_2,FRIEND4_3,FRIEND4_4,FRIEND4_5,FRIEND4_6,FRIEND5,FRIEND6_1,FRIEND6_2,FRIEND6_3,FRIEND6_4,FRIEND6_5,FRIEND6_6,FRIEND6_7,DEVICEA,DEVICEB,DEVICEC,DEVICED,HOMEWORKA,HOMEWORKB,HOMEWORKC,INTREQ,GAMING,SNS1_1,SNS1_2,SNS1_3,SNS1_4,SNS1_5,SNS1_6,SNS1_7,SNS1_8,SNS2,SOC1,SOC1A_GOOD_1,SOC1A_GOOD_2,SOC1A_GOOD_3,SOC1A_GOOD_4,SOC1A_GOOD_5,SOC1A_GOOD_6,SOC1A_GOOD_7,SOC1A_BAD_1,SOC1A_BAD_2,SOC1A_BAD_3,SOC1A_BAD_4,SOC1A_BAD_5,SOC1A_BAD_6,SOC1A_BAD_7,SOC1A_OTHER,SOC1A_DK_REF,POST1A,POST1B,POST1C,POST1D,POST1E,POST2_1,POST2_2,POST2_3,POST2_4,POST2_5,POST2_6,POST2_7,POST2_8,SOC2POSA,SOC2POSB,SOC2POSC,SOC2POSD,SOC2NEGA,SOC2NEGB,SOC2NEGC,SOC2NEGD,SOC4A,SOC4B,SOC4C,SOC4D,SOC5A,SOC5B,SOC5C,SOC6,SOC7_1,SOC7_2,SOC7_3,SOC7_4,SOC7_5,SOC7_6,SOCEXPA,SOCEXPB,SOCEXPC,SOCEXPD,WORRYA,WORRYB,WORRYC,LIMITA,LIMITB,LIMITC,CELL1_1,CELL1_2,CELL1_3,CELL1_4,CELL1_5,CELL1_6,CELL2A,CELL2B,CELL2C,CELL2D,CELL3A,CELL3B,CELL3C,DISTRACT,GROUP1,GROUP2_1,GROUP2_2,GROUP2_3,GROUP2_4,GROUP2_5,GROUP2_6,GROUP2_7,GROUP2_8,GROUP2_9,GROUP2_10,GROUP2_11,GROUP3A,GROUP3B,GROUP3C,GROUP3D,OH1A,OH1B,OH1C,OH1D,OH2A,OH2B,OH2C,OH2D,OH2E,OH2F,OH3_1,OH3_2,OH3_3,OH3_4,OH3_5,OH3_6,OH3_7,GUN1,GUN2A,GUN2B,GUN2C,GUN2D,GUN2E,GENDER,AGE,P_EDUC,RACETHNICITY,HOME_TYPE,HOUSING,INCOME,INTERNET,PHONESERVICE,METRO,REGION4,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV,CO_DATE,DURATION,SURV_MODE,MODE_END,DEVICE,WEIGHT
1621,EN,2,3,4,3,0,0,0,1,0,0,2,0,1,1,0,0,1,0,1,2,1,1,4,4,4,2,1,0,1,0,1,1,0,0,0,5,2, , , , , , , , , , ,1, , , , , ,4,4,4,4,4,0,0,0,0,0,0,0,1,3,3,2,3,2,3,3,3,2,1,1,2,4,4,4,4, , , , , , ,4,4,4,3,3,2,3,1,1,1,0,1,0,0,0,0,3,1,4,3,4,4,4,2,4, , , , , , , , , , , , , , , ,1,1,1,1,3,3,2,1,1,4,0,0,0,0,0,0,1,2,1,1,4,1,3,1,14,12,1,1,1,15,1,2,1,1,3,0,0,0,1,2,20180405,10.45,2,2,Tablet,1.166293842
1622,EN,2,4,1,2,0,0,1,1,1,0,2,1,1,1,0,0,1,0,1,2,1,1,4,2,2,1,1,1,0,1,1,1,0,0,0,5,1, ,1, , , , , , , , , , , , , , ,4,3,3,2,2,0,0,1,0,1,0,0,0,2,2,1,1,3,2,3,3,1,1,1,2,4,4,4,3, , , , , , ,3,3,3,3,3,3,1,2,2,2,0,0,0,0,0,1,2,1,2,3,2,2,2,4,4, , , , , , , , , , , , , , , ,3,3,2,1,2,4,1,1,1,2,0,0,1,0,0,0,0,4,1,1,4,1,1,2,17,10,4,1,1,14,1,2,1,2,4,0,0,0,1,3,20180309,16.76666667,2,2,Desktop,0.448339233
1623,EN,1,1,1,3,0,1,0,1,0,0,3,1,1,0,0,1,1,0,1,2,1,1,4,3,4,2,1,0,1,1,1,1,0,0,0,4,3, , , , , , , , , , , , , , , , ,3,3,3,3,4,1,0,1,0,0,0,0,0,3,3,2,2,3,3,3,3,1,2,2,1,2,4,4,2,1,0,0,0,1,0,3,4,3,2,3,3,2,1,1,2,0,0,0,0,0,1,2,3,1,3,3,2,4,3,4, , , , , , , , , , , , , , , ,1,1,1,1,4,4,3,3,4,3,0,0,0,0,0,0,1,3,1,3,2,1,2,2,14,13,1,1,1,17,1,2,1,2,4,0,0,0,2,2,20180323,12.65,2,2,Smartphone,1.074312643
1624,EN,1,2,1,3,0,0,0,1,1,0,2,1,1,1,0,0,1,0,1,2,1,1,4,1,4,2,2,1,1,1,1,0,0,0,0,4,3, , , , , , , , , , , , , , , , ,3,2,3,4,4,1,0,1,0,0,1,0,0,2,2,2,2,3,2,3,3,1,1,1,1,1,4,4,3, , , , , , ,1,4,1,1,3,3, ,1,1, ,0,1,0,0,0,0,2,1,2,2,4,1,3,3,2,1,1,0,0,0,1,0,1,0,0,0,2,3,2,3,1,1,1,1,3,4,2,2,3,3,0,0,0,0,0,0,1,1,2,4,1,1,1,2,16,11,1,1,2,5,1,2,1,3,3,0,0,0,2,1,20180309,10.15,2,2,Smartphone,1.169502262
1625,EN,1,4,1,2,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,1,2,1,2,4,2,1,1,0,1,1,1,0,0,0,0,3,3, , , , , , , , , , , , , , , , ,2,4,4,4,3,0,0,1,0,0,0,0,0,1,1,1,1,3,3,3,3,1,1,2,1,4,4,4,4, , , , , , ,1,3,2,1,1,2,1,2,2,2,0,0,0,0,0,1,2,1,2,3,4,4,4,4,4, , , , , , , , , , , , , , , ,3,3,3,3,2,2,2,2,2,2,0,0,0,0,0,0,1,2,1,1,4,1,1,1,17,7,2,3,2,6,0,4,1,1,3,0,0,0,1,2,20180402,9.25,2,2,Smartphone,0.677657779
1626,EN,2,1,1,3,0,0,1,0,0,0,2,1,0,0,0,0,1,0,1,2,1,1,4,2,4,2,1,0,1,0,1,0,0,0,0,4,2, , , , , , , , , , , ,1, , , , ,2,4,3,3,4,1,0,1,0,0,0,1,0,2,2,2,2,3,3,3,3,2,1,2,1,2,3,3,1,1,1,0,1,1,0,3,4,3,3,1,3,2,2,2,2,0,0,1,0,1,0,3,2,4,2,3,2,4,4,4, , , , , , , , , , , , , , , ,1,2,1,2,3,3,3,2,3,2,0,0,0,0,0,0,1,2,1,1,4,1,3,2,16,10,2,1,2,10,1,4,1,3,4,0,0,1,2,1,20180404,9.166666667,2,2,Smartphone,1.45996249
1627,EN,1,3,3,2,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,2,1,1,4,4,4,3,1,0,0,0,0,1,0,0,0, ,3, , , , , , , , , , , , , , , , ,3,1,4,2,2,0,0,1,0,0,0,0,0,2,1,2,2,3,3,1,2,2,2,1,2,2,2,4,2,0,0,0,1,0,0,2,2,3,2,3,3,3,1,1,1,1,0,0,0,0,0,2,2,1,2,4,3,4,1,3,0,0,0,0,0,1,0,0,0,0,0,2,2,3,2,1,1,1,1,3,2,2,2,2,2,1,0,0,0,0,0,0,2,3,3,3,3,3,1,13,10,1,2,2,13,1,4,1,3,4,0,1,1,0,2,20180329,19.16666667,2,2,Smartphone,0.148515438
1628,EN,2,2,1,3,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,2,2,1,4,3,4,2,1,0,0,1,1,1,0,0,0,4,3, , , , , , , , , , , , , , , , ,3,4,3,3,2,0,0,0,0,0,0,1,0,3,3,2,3,3,2,3,3,2,2,2,2,3,1,4,4, , , , , , ,3,4,3,4,3,3,2,1,1,1,0,0,0,0,0,1,3,2,2,4,4,4,4,4,4, , , , , , , , , , , , , , , ,1,1,1,1,4,2,2,1,1,1,0,0,0,0,0,0,1,1,1,1,4,1,1,1,14,12,4,1,1,7,1,4,1,4,4,0,0,1,1,2,20180321,16.58333333,2,2,Smartphone,0.070438348
1629,EN,2,1,1,3,0,1,0,0,0,0,2,0,1,0,0,0,1,0,1,2,1,1,4,4,4,2,1,0,0,1,1,1,0,0,0,4,3, , , , , , , , , , , , , , , , ,2,2,2,1,2,0,0,0,0,0,0,0,1,2,2,2,2,3,3,2,3,1,1,2,1,3,3,2,3, , , , , , ,2,3,3,3,1,3,1,1,1,1,1,0,0,0,0,0,1,2,2,3,1,1,2,3,3,0,1,1,0,0,1,0,0,1,0,0,3,3,3,3,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,3,2,3,2,2,1,1,13,9,1,1,1,11,1,4,1,2,3,0,0,0,1,2,20180407,16.5,2,2,Desktop,6.016586073
1630,EN,1,1,1,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,1,1,1,3,2,4,3,1,0,0,0,0,1,0,0,0, ,2, , , , , , , , ,1, , , , , , , ,3,4,4,4,3,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,1,1,2,4,4,4,4, , , , , , ,77,77,77,77,2,2,2,1,1,1,0,0,0,0,0,1,3,4,3,4,4,4,4,4,3,0,0,0,0,0,1,1,1,1,0,0,3,3,3,3,2,3,1,3,4,4,4,1,3,4,0,0,0,0,0,0,1,1,1,1,4,1,1,2,17,13,4,3,2,5,1,4,1,1,6,0,0,3,0,3,20180309,18.06666667,2,2,Smartphone,0.043660504
1631,ES,1,2,3,2,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,2,1,2,4,2,2,2,1,0,0,1,0,1,0,0,0,5,3, , , , , , , , , , , , , , , , ,2,4,3,4,4,0,0,1,0,0,0,0,0,3,3,2,3,3,3,3,3,1,2,2,1,4,4,3,3, , , , , , ,77,4,77,77,3,3,3,2,2,2,1,0,0,0,0,0,2,4,2,3,4,3,4,3,3,1,0,0,0,0,1,0,1,0,0,0,3,3,3,2,2,2,2,3,3,3,3,3,2,3,1,0,0,0,0,0,0,2,2,3,4,3,2,2,13,12,4,3,2,7,1,4,1,3,3,0,0,1,0,2,20180324,15.35,2,2,Smartphone,0.078127612
1632,EN,1,1,2,3,0,0,0,0,1,0,3,1,1,1,0,0,1,0,1,2,1,1,4,1,3,1,1,1,1,1,0,1,0,1,0,5,3, , , , , , , , , , , , , , , , ,4,2,3,1,1,1,0,1,0,0,0,1,0,1,1,1,1,3,2,2,3,1,1,2,1,2,3,4,3, , , , , , ,1,3,1,3,3,3,1,1,2,1,0,0,0,1,0,0,1,2,1,3,3,3,4,4,2,1,0,1,0,0,1,0,0,0,0,0,1,1,2,2,1,3,1,1,2,3,2,2,2,2,1,1,0,0,1,1,0,4,1,1,3,1,3,1,13,14,1,1,1,10,1,4,0,2,4,0,0,1,0,3,20180408,24.45,1,1,Desktop,0.58754021
1633,EN,2,3,1,2,0,1,1,0,0,0,2,1,1,0,0,0,1,0,1,2,1,2,4,2,4,1,1,1,1,0,1,1,0,0,0,2,1, , , , , , ,1, , , , , , , , , ,2,2,2,3,3,1,0,0,0,0,0,1,0,2,2,2,2,3,2,2,2,1,2,2,1,4,4,4,2,1,0,0,0,0,0,1,2,3,3,1,1,2,2,2,2,1,0,0,0,1,0,2,3,2,2,1,1,1,2,3,0,1,0,0,0,0,0,0,1,0,0,2,2,2,2,1,2,1,1,4,4,2,2,4,98,0,0,1,1,0,0,0,3,1,1,1,1,1,2,15,12,1,1,1,15,1,2,1,3,1,0,0,0,0,1,20180309,12.2,2,2,Smartphone,1.047472004
1634,EN,2,2,1,3,0,0,1,1,0,0,2,1,1,0,0,0,1,0,1,2,1,1,4,2,4,1,1,1,1,1,1,1,1,1,0,4,3, , , , , , , , , , , , , , , , ,2,2,1,2,1,1,0,1,0,0,0,0,0,3,3,1,2,3,2,2,2,1,1,2,1,1,3,2,2,1,1,0,1,1,0,1,2,1,3,1,1,1,2,2,1,1,0,0,0,0,0,1,2,1,2,1,1,2,3,2,1,0,1,0,0,1,0,0,1,0,0,2,2,1,2,1,1,1,1,4,4,4,4,3,3,1,1,1,0,0,0,0,3,1,2,4,1,3,1,14,14,4,1,2,5,0,3,1,3,1,0,0,0,0,1,20180309,31.76666667,2,2,Smartphone,1.840744213
1635,EN,2,2,1,3,0,0,0,1,1,0,2,1,1,1,0,0,1,0,1,2,1,2,4,3,3,2,1,1,1,1,1,1,0,0,0,3,3, , , , , , , , , , , , , , , , ,2,3,2,3,3,1,1,1,0,1,0,1,0,2,2,2,2,3,2,3,3,1,1,2,1,3,3,4,3, , , , , , ,2,3,2,2,3,3,3,1,1,1,1,0,0,0,0,0,2,2,3,2,2,2,4,4,3,1,0,1,0,0,1,0,0,1,1,0,2,2,2,2,2,3,1,2,2,3,3,2,2,3,1,0,1,0,0,0,0,3,1,4,2,1,2,1,16,11,4,4,1,9,1,4,1,2,1,0,0,0,0,1,20180311,18.2,2,2,Smartphone,0.339821486
1636,EN,1,4,1,3,1,1,0,0,0,0,2,1,1,1,0,0,1,0,1,1,1,1,4,3,4,1,1,1,1,1,1,1,0,0,0,3,3, , , , , , , , , , , , , , , , ,1,2,2,1,4,1,0,1,0,0,0,0,0,1,2,1,1,3,3,2,2,1,1,2,1,4,4,3,1,1,0,0,1,0,0,2,3,2,1,1,1,2,2,2,1,1,0,1,0,1,0,1,2,1,1,1,1,1,1,2,1,0,1,0,0,1,0,0,1,0,0,1,1,1,2,2,2,2,1,1,2,2,3,1,3,1,1,1,1,1,1,0,3,1,3,1,1,3,2,15,10,1,4,2,5,1,4,1,2,4,0,0,0,2,2,20180309,12.61666667,2,2,Desktop,1.530392344
1637,EN,1,2,2,3,0,0,0,1,1,0,2,1,1,1,0,1,1,0,1,2,1,1,4,1,4,2,1,0,1,0,1,0,0,0,0,4,3, , , , , , , , , , , , , , , , ,1,3,1,2,4,1,0,1,0,0,0,0,0,2,2,2,2,3,3,3,3,1,1,2,1,3,4,4,3, , , , , , ,1,2,1,1,3,3,3,2,2,1,0,0,0,0,0,1,2,2,2,4,2,2,4,4,2,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,1,1,1,1,2,2,1,1,1,2,0,0,0,0,0,0,1,3,1,1,4,1,1,2,16,11,4,2,1,12,1,2,1,1,4,0,0,0,2,2,20180311,12.25,2,2,Desktop,0.598574325
1638,EN,1,1,1,3,0,1,1,1,0,0,2,1,0,0,0,1,1,0,1,2,1,1,2,1,4,1,1,1,1,1,1,1,0,0,0,3,2, , , , , , , , , , , , , , ,98, ,1,1,3,3,1,1,1,1,1,1,1,1,0,2,2,2,1,2,1,2,1,2,1,2,2,1,1,3,1,1,1,0,0,1,0,1,3,3,1,1,1,3,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,0,0,0,1,0,2,2,1,1,1,1,1,1,4,4,3,3,4,3,1,1,0,0,1,1,0,4,1,2,2,2,1,2,16,9,2,1,1,8,0,4,1,2,2,0,0,0,0,2,20180409,31.21666667,1,1,Desktop,3.629376865
1639,EN,1,3,1,3,0,1,0,0,0,0,2,1,1,1,0,1,1,0,1,2,2,2,1,2,1,2,2,0,1,1,1,1,0,0,0,4,3, , , , , , , , , , , , , , , , ,2,4,2,4,4,1,0,1,0,0,0,0,0,2,2,2,2,3,2,3,3,1,1,2,1,4,4,4,2,1,0,0,1,1,0,2,3,3,2,3,3, ,2,2, ,1,0,1,0,1,0,2,2,2,4,2,2,3,2,2,0,0,0,0,0,1,0,0,1,1,0,2,2,2,2,1,1,2,1,4,4,2,2,3,3,1,1,1,0,1,1,0,2,2,2,2,2,2,2,16,12,1,1,2,6,0,4,1,3,5,0,0,1,2,2,20180403,11.56666667,2,2,Smartphone,2.986796405
1640,EN,2,4,3,3,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,2,1,1,4,3,3,2,1,0,0,1,1,1,0,0,0,5,3, , , , , , , , , , , , , , , , ,2,2,4,2,4,0,0,0,0,0,0,0,1,3,2,3,3,3,3,3,3,2,1,2,1,2,1,1,4, , , , , , ,77,2,2,2,1,1,2,1,1,2,0,0,0,0,0,1,3,1,1,2,4,2,4,2,3,0,0,0,0,0,0,0,0,1,0,0,3,3,3,3,1,1,1,1,2,2,2,1,2,2,0,0,0,0,0,0,1,3,1,1,2,2,1,2,13,10,2,1,2,9,1,2,1,3,3,0,0,1,1,1,20180402,13.96666667,2,2,Smartphone,0.363086468
1641,EN,1,2,1,1,0,0,0,1,1,0,3,1,1,1,0,0,1,0,1,2,1,2,4,2,4,1,1,1,1,1,1,1,0,0,0,5,3, , , , , , , , , , , , , , , , ,2,4,3,4,4,1,1,1,0,0,0,0,0,2,1,1,2,1,1,2,1,2,2,1,2,4,4,4,2,0,0,0,0,1,0,1,2,3,1,1,1,3,2,1,2,1,0,1,0,1,0,1,2,1,2,1,1,2,2,4, , , , , , , , , , , , , , , ,3,2,1,1,2,3,3,3,3,2,0,0,0,0,0,0,1,2,1,1,4,1,2,2,17,10,1,1,1,18,1,2,1,2,4,1,0,0,0,3,20180404,16.83333333,2,2,Tablet,0.398631859
1642,EN,2,4,1,2,0,0,1,0,0,0,2,0,1,1,0,1,1,0,1,2,1,1,3,3,4,1,1,0,1,0,0,1,0,0,0,2,2, , , , , , , , ,1, , , , , , , ,4,4,3,2,4,0,0,0,0,0,0,0,1,1,3,1,2,2,2,3,3,1,1,1,2,2,3,2,4, , , , , , ,2,3,2,3,1,1,3,2,2,1,0,0,1,0,0,0,2,2,1,2,2,1,3,2,3,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,2,3,2,3,2,2,3,2,2,4,0,0,1,0,0,1,0,1,1,1,4,2,1,2,15,13,4,1,2,13,1,2,1,3,4,0,0,0,1,3,20180405,37.75,2,2,Smartphone,1.538579402
1643,EN,2,2,1,3,0,0,0,1,0,0,2,1,1,1,0,0,1,0,1,1,1,2,4,1,4,1,2,1,1,1,1,1,0,0,0,4,2, , , , , , , , ,1, , , , , , , ,2,4,2,2,98,0,1,1,0,0,0,0,0,2,3,2,3,2,1,1,1,2,2,2,1,2,4,2,3, , , , , , ,3,4,4,3,1,1, ,2,2, ,1,0,1,0,1,0,2,2,1,4,3,1,2,3,3,0,1,0,0,0,0,0,0,1,0,0,3,2,2,2,1,2,1,2,4,4,4,2,4,3,1,0,1,0,1,1,0,2,1,3,3,1,2,2,17,10,4,3,2,14,1,2,1,4,3,0,1,0,0,2,20180403,15.38333333,2,2,Smartphone,1.550092426
1644,EN,2,1,2,3,1,0,1,1,0,0,1, , , , , , , ,1,2,1,1,3,3,2,1,1,0,1,0,1,1,0,0,0,5,2, , , , , , , , ,1, , , , ,1, , ,2,1,3,4,2,0,0,0,0,0,0,0,1,3,2,3,3,3,3,3,2,1,1,2,1,3,4,4,2,1,1,0,0,1,0,3,2,4,1,1,3,2,2,1,1,0,0,0,0,0,1,2,3,1,2,2,2,3,2,3,1,1,0,0,0,1,0,0,1,0,0,3,3,3,2,2,3,1,1,3,3,3,3,3,2,0,0,1,0,0,0,0,3,3,3,4,1,3,2,14,14,2,1,1,9,0,4,1,4,3,1,0,0,0,2,20180318,16.06666667,2,2,Smartphone,0.416280069
1645,EN,2,3,2,3,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,2,1,2,4,2,4,1,2,0,1,0,1,0,0,0,0,4,2, , , , , , , , ,1, , , , , , , ,1,2,2,2,3,0,0,0,0,0,0,1,0,3,3,3,3,2,1,1,1,2,2,1,2,3,3,3,1,1,0,0,1,0,0,4,4,4,4,1,1, ,1,1, ,0,1,0,0,0,0,3,3,2,3,3,2,2,3,2,0,1,0,0,0,0,0,0,1,0,0,2,1,2,2,1,1,1,1,3,2,1,2,1,3,0,0,0,0,1,0,0,3,4,4,3,1,3,2,15,12,1,1,2,10,1,4,1,4,6,0,1,2,1,2,20180309,29.23333333,2,2,Smartphone,0.411557591
1646,EN,1,4,1,3,0,0,1,0,0,0,2,0,1,0,0,0,1,0,1,2,1,1,4,3,4,2,1,0,1,0,1,1,0,0,0,5,3, , , , , , , , , , , , , , , , ,3,3,4,3,3,1,0,1,0,0,0,0,0,2,2,2,2,3,3,2,2,1,1,2,1,3,3,2,4, , , , , , ,1,3,2,2,1,1,1,1,1,1,0,0,0,0,0,1,2,1,1,2,3,4,4,2,2,1,0,1,0,1,1,0,0,0,0,0,3,2,2,1,1,1,1,1,4,4,2,1,4,3,0,0,0,0,0,0,1,2,1,1,2,1,1,1,13,10,4,3,2,2,1,4,1,4,5,0,1,2,0,2,20180309,12.95,2,2,Smartphone,0.259558107
1647,ES,1,4,1,2,0,0,1,1,0,0,2,0,1,1,1,1,1,0,1,2,1,1,3,2,3,1,1,0,1,1,1,1,0,0,0,2,3, , , , , , , , , , , , , , , , ,2,3,3,1,3,1,0,1,0,0,1,0,0,1,1,1,1,3,2,2,1,2,2,1,1,2,2,2,2,1,0,0,0,1,0,1,2,1,2,1,3,2,1,1,1,1,0,1,0,1,0,2,1,2,2,1,1,1,2,1,0,1,0,0,0,1,1,0,0,0,0,3,1,1,2,1,1,1,1,2,3,2,2,2,2,0,0,0,0,1,0,0,1,1,1,3,1,1,2,13,10,4,1,2,11,1,4,1,1,5,0,0,3,0,2,20180323,16.5,2,2,Desktop,0.048456997
1648,EN,1,2,1,3,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,2,1,1,4,4,4,2,1,1,1,1,1,1,0,0,0,1,1,1, , , , , , , , , , , , , , , ,1,2,2,1,1,1,0,1,0,0,0,1,0,1,1,1,2,3,3,2,2,1,1,2,1,1,1,3,3, , , , , , ,1,1,1,1,3,3,3,2,1,1,0,0,1,0,0,0,1,2,2,3,98,98,98,3,2,1,0,0,0,0,0,1,0,0,0,0,2,2,2,1,1,2,1,2,2,3,3,1,1,2,0,0,0,0,0,0,1,1,1,1,4,1,1,1,17,12,4,1,1,15,1,4,1,3,3,0,0,0,1,2,20180407,14.78333333,2,2,Desktop,1.228389711
1649,EN,1,2,1,3,1,1,0,1,1,0,2,1,0,1,0,1,1,0,1,1,1,1,3,3,4,1,2,0,1,0,1,1,0,0,0,4,3, , , , , , , , , , , , , , , , ,3,4,2,3,2,1,1,1,0,0,0,1,0,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,0,2,3,2,1,1,1, ,1,1, ,1,0,0,0,0,0,2,3,1,2,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,2,2,1,1,4,3,3,2,3,3,1,0,0,0,1,1,0,2,1,1,4,1,3,1,16,10,1,1,1,13,1,2,1,2,4,0,0,0,1,3,20180322,7.683333333,2,2,Smartphone,2.842673481
1650,EN,1,3,4,3,1,0,0,1,0,0,3,0,0,0,0,0,1,0,1,2,1,1,4,2,4,5,1,0,0,0,0,1,0,0,0, ,2, , , , , , , , , , , , , , ,98, ,4,4,4,4,4,0,0,0,0,0,0,0,1,3,2,3,3,3,3,3,2,2,2,1,1,4,4,4,4, , , , , , ,3,3,2,2,3,2,2,1,1,2,1,0,0,0,0,0,4,2,1,2,4,4,4,2,4, , , , , , , , , , , , , , , ,1,1,1,1,4,2,4,1,2,3,0,0,0,0,0,0,1,1,1,2,2,1,1,2,14,11,4,1,2,8,1,4,1,4,4,0,2,0,0,2,20180310,33.78333333,2,2,Smartphone,0.121148803
1651,EN,2,1,1,3,0,0,1,0,0,0,2,1,1,0,0,0,1,0,1,2,1,1,4,4,4,2,1,0,1,0,1,1,0,0,0,5,1, , , , , , ,1, , , , , , , , , ,3,4,4,4,4,0,0,0,0,0,0,0,1,3,3,2,3,3,3,3,3,1,1,2,1,4,4,4,4, , , , , , ,77,77,77,77,3,3,1,2,2,2,0,0,0,0,0,1,2,3,4,4,2,1,4,4,1,1,0,1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,2,4,4,4,2,4,4,0,0,0,0,0,0,1,4,4,4,4,4,1,1,14,13,1,1,1,18,1,4,1,2,5,0,0,0,3,2,20180406,28.98333333,2,2,Desktop,0.874585115
1652,EN,2,2,1,2,0,0,0,1,0,0,3,1,1,1,0,0,1,0,1,2,1,1,4,4,4,1,1,0,1,1,0,1,1,0,0,2,3, , , , , , , , , , , , , , , , ,4,2,4,2,4,1,0,1,0,0,0,0,0,1,1,1,2,3,3,3,1,2,1,1,1,1,4,4,2,1,1,1,0,1,0,3,3,2,1,1,3,2,1,1,1,0,0,0,0,0,1,1,1,1,2,4,1,4,2,4, , , , , , , , , , , , , , , ,98,98,98,98,3,4,4,2,4,1,0,0,0,0,0,0,1,3,1,1,4,1,2,99,17,13,1,1,1,18,1,2,1,1,5,1,0,0,0,4,20180407,19.76666667,2,2,Smartphone,1.995411864
1653,EN,1,2,1,2,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,2,1,1,4,3,4,1,2,1,1,1,1,1,0,0,0,4,3, , , , , , , , , , , , , , , , ,1,1,2,2,4,0,0,0,0,0,0,0,1,2,2,1,3,98,98,98,98,2,2,2,1,2,4,1,2,0,0,0,0,0,1,1,2,1,1,1,1, ,2,2, ,1,0,1,0,1,0,1,1,1,2,3,1,3,2,2,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,1,1,1,1,2,4,4,2,4,3,0,0,0,0,0,0,1,2,1,1,4,1,2,2,17,12,1,1,1,14,1,2,1,3,4,0,0,0,1,3,20180308,9.65,2,2,Tablet,0.613707702
1654,EN,1,4,3,2,0,1,0,0,0,0,2,1,0,1,0,1,1,0,1,1,1,1,4,3,4,2,1,0,0,0,0,1,0,0,0, ,2, , , , , , , , , , , , , , ,98, ,4,4,4,4,4,0,0,0,0,0,0,0,1,3,1,3,3,3,3,3,3,1,2,1,1,4,4,4,4, , , , , , ,1,3,2,2,3,3,3,1,2,1,0,0,0,0,0,1,2,1,2,2,2,4,2,2,4, , , , , , , , , , , , , , , ,1,1,1,1,4,4,2,3,4,4,0,0,0,0,0,0,1,4,1,1,4,1,2,1,13,14,1,1,1,14,1,3,1,3,4,0,0,2,0,2,20180311,20.21666667,2,2,Smartphone,0.542114407
1655,EN,2,4,2,3,0,1,1,0,1,0,2,1,1,1,0,1,1,0,1,2,2,1,4,3,3,2,1,0,1,1,1,1,0,0,0,5,3, , , , , , , , , , , , , , , , ,2,3,3,2,3,0,0,0,0,0,1,1,0,1,1,1,1,3,2,2,3,1,1,2,2,3,3,3,1,1,1,0,1,0,0,1,2,1,1,1,1,1,2,1,2,0,0,0,0,0,1,2,2,2,3,3,3,4,3,2,0,0,1,1,0,1,0,0,1,0,0,1,1,2,1,1,2,1,1,3,2,2,2,3,3,1,0,1,0,0,0,0,1,1,1,2,1,1,1,13,9,1,3,2,6,1,4,1,1,5,0,0,2,1,2,20180409,30.05,2,2,Smartphone,2.563096496
1656,EN,1,2,2,3,0,0,1,0,0,0,3,0,0,0,0,0,0,1,98,1,1,2,3,4,4,2,1,0,1,1,0,1,0,0,0,2,3, , , , , , , , , , , , , , , , ,3,4,3,3,3,0,0,0,0,0,0,0,1,2,2,1,2,3,3,3,3,1,1,1,1,3,4,3,3, , , , , , ,3,3,2,3,2,3,3,1,1,1,0,0,1,0,0,0,3,3,3,3,3,2,3,4,4, , , , , , , , , , , , , , , ,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0,1,4,1,1,1,1,2,1,15,8,4,3,2,1,0,4,1,1,2,0,0,0,0,2,20180310,11.8,2,2,Smartphone,1.928571416
